,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,enrollment_date,G1_exam_date,G2_exam_date,G3_exam_date
377,MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,,8,9.0,10,2008-09-11,2008-12-03,2009-03-06,2009-06-04
378,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0.0,15,15.0,15,2008-09-14,2008-12-15,2009-03-05,2009-06-02
379,MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17.0,10,10.0,10,2008-09-12,2008-12-13,2009-03-01,2009-06-02
380,MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4.0,15,14.0,14,2008-09-14,2008-12-17,2009-03-07,2009-06-14
381,MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5.0,7,6.0,7,2008-09-14,2008-12-12,2009-03-04,2009-06-11
382,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2.0,11,11.0,10,2008-09-02,2008-11-23,2009-02-25,2009-05-21
383,MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0.0,6,5.0,0,2008-09-04,2008-11-30,2009-03-05,2009-05-27
384,MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,,no,yes,yes,no,no,5,4,3,4,3,3,14.0,6,5.0,5,2008-09-11,2008-12-06,2009-03-02,2009-06-01
385,MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2.0,10,9.0,10,2008-09-09,2008-12-10,2009-02-26,2009-05-29
386,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7.0,6,5.0,6,2008-09-01,2008-11-25,2009-02-19,2009-05-31
387,MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0.0,7,5.0,0,2008-09-02,2008-11-25,2009-02-26,2009-05-29
388,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0.0,7,9.0,8,2008-09-08,2008-11-28,2009-03-01,2009-05-28
389,MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0.0,6,5.0,0,2008-09-09,2008-12-10,2009-03-05,2009-06-05
390,MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11.0,9,9.0,9,2008-09-03,2008-12-03,2009-02-20,2009-05-27
391,MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3.0,14,16.0,16,2008-09-03,2008-11-22,2009-02-24,2009-05-21
392,MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,,no,no,yes,no,no,5,5,3,3,3,3,3.0,10,8.0,7,2008-09-02,2008-11-27,2009-02-25,2009-05-26
393,MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0.0,11,12.0,10,2008-09-08,2008-12-04,2009-03-03,2009-05-28
394,MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5.0,8,9.0,9,2008-09-01,2008-11-27,2009-02-26,2009-05-22
